start_time,end_time,type,start_x,start_y,end_x,end_y,velocity_x,velocity_y,acceleration_x,acceleration_y,total_distance,duration,orientation,motion_x,motion_y,motion_z,gesture_area,previous_gesture,browsing_mode
1742890404.661561,1742890404.661561,0,327.6666564941406,334.0,327.6666564941406,334.0,0,0,0,0,0,0,0,-0.022380324080586433,-0.03229717165231705,-0.9992277026176453,5,1,1
1742890407.0961761,1742890407.178647,1,289.0,445.3333282470703,331.3333282470703,295.6666564941406,513.3116069712077,-1814.7791106607672,8577.724276372253,-24017.621242581423,155.53849463741574,0.08247101306915283,0,-0.01700706034898758,-0.04164653271436691,-0.9989876747131348,5,0,1
1742890416.24868,1742890416.3976421,1,301.3333282470703,526.3333282470703,329.3333282470703,352.0,187.96737474231423,-1170.3206443104266,537.5864226037509,-1343.975284827134,176.56757725500105,0.14896202087402344,0,-0.01990486867725849,-0.0368618480861187,-0.999122142791748,8,1,1
1742890416.647975,1742890416.781705,1,306.0,496.6666564941406,343.6666564941406,385.3333282470703,281.6618657899874,-832.5228697576861,1688.64024233942,-2532.9603635091303,117.53249333702357,0.13373005390167236,0,-0.022294877097010612,-0.03379015624523163,-0.999180257320404,5,1,1
1742890426.515882,1742890426.637634,1,307.6666564941406,549.6666564941406,337.3333282470703,415.3333282470703,243.66471169945072,-1103.3354860818736,821.4666172698472,-492.88297868087,137.57018023841945,0.12175202369689941,0,-0.021074580028653145,-0.0348689928650856,-0.999169647693634,8,1,1
1742890426.864647,1742890427.0031528,1,309.3333282470703,528.0,351.3333282470703,409.6666564941406,303.23610173926215,-854.3557569164245,1303.5471069026635,-724.1950472292949,125.56584004129353,0.1385059356689453,0,-0.022052103653550148,-0.0337693952023983,-0.9991863369941711,8,1,1
1742890435.667849,1742890435.816822,1,335.3333282470703,408.6666564941406,344.3333282470703,469.3333282470703,60.41358847126097,407.2323712447296,269.862147091889,0.0,61.33062091302938,0.14897310733795166,0,-0.022961609065532684,-0.03133460879325867,-0.9992451667785645,5,1,1
1742890446.465833,1742890446.465833,0,325.3333282470703,471.6666564941406,325.3333282470703,471.6666564941406,0,0,0,0,0,0,0,-0.021917099133133888,-0.030504077672958374,-0.9992943406105042,5,1,1
1742890450.990051,1742890450.990051,0,345.6666564941406,194.0,345.6666564941406,194.0,0,0,0,0,0,0,0,-0.022141942754387856,-0.03043782338500023,-0.9992913603782654,2,0,1
1742890464.55421,1742890464.6113892,1,185.66665649414062,465.6666564941406,185.3333282470703,500.3333282470703,-5.829547610460062,606.2822915732831,0.0,8278.47622521618,34.668274230853605,0.05717909336090088,0,-0.933342456817627,0.00480715511366725,-0.3589549958705902,4,0,1
1742890472.2107038,1742890472.2107038,0,190.3333282470703,449.0,190.3333282470703,449.0,0,0,0,0,0,0,0,-0.9276407361030579,0.005137899424880743,-0.3734385669231415,4,1,1
1742890472.98848,1742890472.98848,0,367.6666564941406,94.33332824707031,367.6666564941406,94.33332824707031,0,0,0,0,0,0,0,-0.9314373135566711,0.004756308626383543,-0.36387085914611816,2,0,1
1742890477.048389,1742890477.048389,0,43.0,94.0,43.0,94.0,0,0,0,0,0,0,0,0.34362128376960754,-0.6479619741439819,-0.6797571182250977,0,0,1
1742890484.672799,1742890484.755046,1,257.0,521.3333282470703,303.3333282470703,399.6666564941406,563.3435584066974,-1479.2836689673566,14349.402571636281,-20672.870187375127,130.1904617162329,0.08224701881408691,0,0.1325656771659851,-0.4439921975135803,-0.8861700296401978,7,0,1
1742890485.039262,1742890485.13771,1,257.6666564941406,458.6666564941406,307.3333282470703,377.0,504.496918898432,-829.5417253442248,9287.71424316529,-9081.31429468284,95.58358157102728,0.09844791889190674,0,0.13880114257335663,-0.4380994439125061,-0.8881458640098572,4,1,1
1742890489.780922,1742890490.113858,1,271.0,478.0,310.0,382.6666564941406,117.13965531501836,-286.34141021293874,60.12322307399379,0.0,103.0021668898581,0.3329359292984009,0,0.09082062542438507,-0.3690601587295532,-0.9249573945999146,5,1,1
1742890490.911129,1742890490.911129,0,209.0,366.3333282470703,209.0,366.3333282470703,0,0,0,0,0,0,0,0.3080570101737976,-0.4329906702041626,-0.8471245169639587,4,1,1
1742890533.128139,1742890552.179426,2,235.0,515.6666564941406,235.0,515.6666564941406,0,0,0,0,0,19.051286935806274,0,-0.008332239463925362,0.018780753016471863,-0.9997888803482056,7,0,1
1742890550.1502419,1742890562.0123668,2,263.6666564941406,588.6666564941406,263.6666564941406,588.6666564941406,0,0,0,0,0,11.862125039100647,0,-0.38830944895744324,0.0031193962786346674,-0.9215237498283386,8,2,1
1742890610.30086,1742892727.801649,1,270.6666564941406,759.3333282470703,253.3333282470703,488.3333282470703,-0.008185748188482602,-0.12798106211677668,-8.772485036532826e-06,-4.6018379711365004e-05,271.55375944390954,2117.5007889270782,0,0.1338331252336502,-0.4989471435546875,-0.8562362194061279,8,2,1
1742892730.4962249,1742892730.4962249,0,338.0,399.3333282470703,338.0,399.3333282470703,0,0,0,0,0,0,0,0.0742817223072052,-0.49529165029525757,-0.8655451536178589,5,1,1
1742892731.761235,1742892731.860896,1,279.6666564941406,494.6666564941406,326.3333282470703,306.3333282470703,468.2541335881926,-1889.7396392657088,10952.848969652874,-18863.23989217995,194.02891738376118,0.09966099262237549,0,-0.020090103149414062,-0.30716079473495483,-0.9514455199241638,5,0,1
1742892756.637943,1742892756.637943,0,317.0,393.6666564941406,317.0,393.6666564941406,0,0,0,0,0,0,0,-0.054184701293706894,0.018640832975506783,-0.9983569383621216,5,1,1
