start_time,end_time,type,start_x,start_y,end_x,end_y,velocity_x,velocity_y,acceleration_x,acceleration_y,total_distance,duration,orientation,motion_x,motion_y,motion_z,gesture_area,previous_gesture,browsing_mode
1743113088.1613011,1743113088.326033,1,34.33332824707031,434.6666564941406,29.666656494140625,308.3333282470703,-28.328875612212997,-766.9022659117487,120.52270717813522,0.0,126.41949078853152,0.1647319793701172,0,-0.014467949979007244,-0.06592647731304169,-0.9977195858955383,3,1,2
1743113091.822123,1743113091.9428592,1,61.33332824707031,482.3333282470703,50.0,409.3333282470703,-93.86867191873674,-604.6249522367045,-1328.1179140505785,-1826.1716312953613,73.87451745463954,0.1207360029220581,0,0.02967141568660736,-0.3464728593826294,-0.9375905990600586,3,1,2
1743113092.237261,1743113092.402986,1,58.0,443.0,36.666656494140625,353.6666564941406,-128.7273763093421,-539.0456926403501,-1090.5057062796993,-848.1748026167759,91.84529278670115,0.1657249927520752,0,-0.04779823124408722,-0.3812592327594757,-0.9232316613197327,3,1,2
1743113092.653911,1743113092.852697,1,113.0,373.0,88.0,323.0,-125.76337090968842,-251.52674181937684,-100.73274515072099,0.0,55.90169943749474,0.19878602027893066,0,-0.22984978556632996,-0.461104154586792,-0.8570600748062134,3,1,2
1743113093.9682178,1743113094.134505,1,68.33332824707031,441.3333282470703,27.0,358.0,-248.56610680061968,-501.1413754366747,-730.7492785068505,-852.5389665331426,93.02089883845473,0.16628706455230713,0,0.019544214010238647,-0.33429980278015137,-0.9422641396522522,3,1,2
1743113094.68293,1743113094.965857,1,88.0,499.6666564941406,69.66665649414062,439.0,-64.79883911612379,-214.4250945072058,14.106279230311372,0.0,63.37629441898517,0.2829270362854004,0,0.0823310911655426,-0.3177233338356018,-0.9446023106575012,3,1,2
1743113096.381342,1743113096.513249,1,44.0,442.0,31.333328247070312,396.0,-96.02730010230309,-348.73058139240646,-608.2263837631233,-304.11667219412254,47.712100910528626,0.13190698623657227,0,0.11438973993062973,-0.3075576722621918,-0.9446286559104919,3,1,2
1743113097.576443,1743113097.576443,0,68.0,387.3333282470703,68.0,387.3333282470703,0,0,0,0,0,0,0,0.05605415254831314,-0.3965730667114258,-0.9162902235984802,3,1,2
1743113101.388581,1743113101.494417,1,54.666656494140625,459.6666564941406,29.666656494140625,386.6666564941406,-236.21471115636572,-689.746956576588,-2899.597754854917,-4059.4368567968836,77.1621668954417,0.1058359146118164,0,0.12593482434749603,-0.3188657760620117,-0.93939608335495,3,0,2
1743113101.901342,1743113101.901342,0,61.0,448.3333282470703,61.0,448.3333282470703,0,0,0,0,0,0,0,0.1372450441122055,-0.3171798586845398,-0.9383819699287415,3,1,2
1743113103.35296,1743113103.4520059,1,50.33332824707031,436.6666564941406,34.666656494140625,387.3333282470703,-158.17572677882382,-498.08505424512975,-3047.357418841705,-6094.693376664228,51.761200524594,0.09904599189758301,0,0.12889082729816437,-0.3229568898677826,-0.9375958442687988,3,0,2
