start_time,end_time,type,start_x,start_y,end_x,end_y,velocity_x,velocity_y,acceleration_x,acceleration_y,total_distance,duration,orientation,motion_x,motion_y,motion_z,gesture_area,previous_gesture,browsing_mode
1742586628.742718,1742586628.981678,1,250.0,582.6666564941406,294.3333282470703,391.6666564941406,185.52612616747368,-799.2968608290572,251.39933849894027,-754.1980154968209,196.07764786803844,0.23896002769470215,0,-0.026938650757074356,-0.9656727313995361,-0.2583616375923157,7,-1,2
1742586630.526923,1742586630.785822,1,251.3333282470703,594.3333282470703,299.3333282470703,395.3333282470703,185.40041799371306,-768.6392329322687,0.0,-307.90306895703054,204.70710783946902,0.25889909267425537,0,-0.029436497017741203,-0.9704365730285645,-0.23955489695072174,7,1,2
1742586633.5106459,1742586633.686994,1,232.0,567.0,274.0,451.0,238.165484812555,-657.7903866251519,566.3003144709265,-1132.6109982735961,123.36936410632909,0.17634797096252441,0,-0.04120854660868645,-0.9686487317085266,-0.2449929267168045,7,1,2
1742586635.748419,1742586635.748419,0,86.0,345.0,86.0,345.0,0,0,0,0,0,0,0,0.062235359102487564,-0.9818557500839233,-0.17912623286247253,3,1,2
1742586638.619287,1742586638.8279881,1,253.66665649414062,265.0,82.66665649414062,283.6666564941406,-819.3539470535114,89.44209752494844,-287.02276191668506,0.0,172.01582504139043,0.2087010145187378,0,0.06453762948513031,-0.9860593676567078,-0.15336884558200836,4,0,2
1742586640.752994,1742586640.96189,1,282.3333282470703,274.0,131.3333282470703,282.0,-722.8475912590371,38.29656112630661,-2870.6432917461166,574.1286583492233,151.21177202850313,0.20889604091644287,0,0.03519623726606369,-0.9801293015480042,-0.1952127069234848,5,1,2
1742586643.520306,1742586643.711269,1,261.3333282470703,310.6666564941406,112.33332824707031,327.0,-780.2557390721349,85.53144301129774,-629.321743519053,209.77551495430717,149.89255521899813,0.1909630298614502,0,0.02950584888458252,-0.9761649966239929,-0.21501509845256805,4,1,2
1742586646.38768,1742586646.5630388,1,213.3333282470703,590.0,264.6666564941406,420.0,292.73296501671973,-969.4404347468452,2037.6027066392546,-3962.0069902068785,177.58127882443426,0.17535889148712158,0,-0.06392687559127808,-0.963866651058197,-0.2586013674736023,7,1,2
1742586648.37108,1742586648.530957,1,214.0,577.3333282470703,260.0,456.6666564941406,287.72128889866497,-754.7471809535882,749.8860857155003,-1999.6943215157335,129.13731324419476,0.15987694263458252,0,-0.07059285789728165,-0.9618620872497559,-0.2642689645290375,7,1,2
1742586650.350552,1742586650.350552,0,128.66665649414062,474.0,128.66665649414062,474.0,0,0,0,0,0,0,0,-0.05391295254230499,-0.9622749090194702,-0.26668399572372437,3,1,2
1742586653.721951,1742586654.038507,1,166.66665649414062,556.0,194.3333282470703,430.6666564941406,87.39898714499613,-395.9279011125739,125.93588190716792,0.0,128.35065921233945,0.3165559768676758,0,-0.03419974818825722,-0.9649549126625061,-0.26017770171165466,7,0,2
1742586655.4055672,1742586655.7556272,1,178.66665649414062,564.3333282470703,246.66665649414062,416.6666564941406,194.25242157713427,-421.8324790329765,57.47923646972468,-57.47923646972468,162.5713564764331,0.35005998611450195,0,-0.03517714887857437,-0.9610327482223511,-0.27418747544288635,7,1,2
1742586658.622942,1742586658.831399,1,189.66665649414062,571.6666564941406,325.0,554.0,649.2146964768532,-84.74964658733754,673.3242382655926,-192.37457964283956,136.4815907591822,0.20845699310302734,0,-0.04282671958208084,-0.9532588720321655,-0.299104243516922,7,1,2
1742586661.706746,1742586661.882117,1,205.66665649414062,572.0,244.0,440.0,218.58421514506983,-752.6897932798095,1709.0833141760024,-3076.3499655168043,137.45342929275432,0.17537105083465576,0,-0.02020268328487873,-0.9556595683097839,-0.2937798500061035,7,1,2
1742586664.140489,1742586664.2337298,1,215.0,614.6666564941406,227.66665649414062,522.3333282470703,135.84860425333883,-990.2655664683275,430.63459567009505,-3445.1359049252833,93.1981099160374,0.09324097633361816,0,-0.05306601896882057,-0.9649458527565002,-0.25702786445617676,7,1,2
1742586666.10152,1742586666.10152,0,287.3333282470703,320.0,287.3333282470703,320.0,0,0,0,0,0,0,0,0.01066663395613432,-0.9772489070892334,-0.21182695031166077,5,1,2
1742586669.868953,1742586669.868953,0,119.0,499.0,119.0,499.0,0,0,0,0,0,0,0,-0.010910818353295326,-0.9691586494445801,-0.2461961805820465,3,0,2
1742586671.108491,1742586671.35024,1,146.3333282470703,565.3333282470703,198.66665649414062,421.3333282470703,216.47790810172697,-595.6590152164415,497.59663640075763,-746.3949546011364,153.21480752660824,0.24174904823303223,0,-0.018155157566070557,-0.9669783115386963,-0.25421133637428284,7,0,2
1742586673.191876,1742586673.4011002,1,294.6666564941406,272.0,104.33332824707031,279.6666564941406,-909.7108423575207,36.643296271775135,-1245.9487676704005,383.3678391339357,190.48767273345055,0.20922398567199707,0,0.051304325461387634,-0.9820704460144043,-0.1813986897468567,5,1,2
1742586674.809452,1742586674.93461,1,197.3333282470703,584.3333282470703,216.0,465.3333282470703,149.14491175834675,-950.7985533874146,2080.9467186054726,-5922.699016068493,120.45515611351647,0.12515795230865479,0,-0.05166865140199661,-0.9659276604652405,-0.25360244512557983,7,1,2
1742586676.075943,1742586676.235189,1,184.66665649414062,573.6666564941406,224.66665649414062,424.6666564941406,251.18375388890385,-935.6594832361669,1505.8976053390388,-2886.2999138708396,154.27572718998928,0.15924596786499023,0,-0.048190221190452576,-0.9682168364524841,-0.24542613327503204,7,1,2
