start_time,end_time,type,start_x,start_y,end_x,end_y,velocity_x,velocity_y,acceleration_x,acceleration_y,total_distance,duration,orientation,motion_x,motion_y,motion_z,gesture_area,previous_gesture,browsing_mode
1742597686.4282331,1742597686.811528,1,219.66665649414062,633.3333282470703,251.0,482.6666564941406,81.74734450260021,-393.0828613468495,41.709778702121866,0.0,153.89029986442043,0.383294939994812,0,0.032808251678943634,-0.44284361600875854,-0.8959984183311462,7,2,3
1742597688.3285499,1742597688.740079,1,249.0,636.0,285.3333282470703,462.0,88.28860804668155,-422.81339313750595,13.850080965793305,0.0,177.75294861551342,0.4115290641784668,0,0.017202308401465416,-0.4283515512943268,-0.9034484028816223,7,1,3
1742597691.9124851,1742597692.4293442,1,200.66665649414062,636.0,283.3333282470703,455.0,159.940453829207,-350.19218179738215,38.575795433384705,-77.15159086676941,198.984367774724,0.5168590545654297,0,0.01608489640057087,-0.4050515294075012,-0.9141523838043213,7,1,3
1742597694.074378,1742597694.074378,0,71.0,407.3333282470703,71.0,407.3333282470703,0,0,0,0,0,0,0,-0.08097100257873535,-0.4548192620277405,-0.8868951797485352,3,1,3
1742597697.096819,1742597697.390983,1,224.66665649414062,630.3333282470703,275.0,400.3333282470703,171.10643509186562,-781.8769294860729,45.13343401157111,0.0,235.4430832886769,0.29416394233703613,0,0.06157471984624863,-0.34539034962654114,-0.9364368915557861,7,0,3
1742597697.974318,1742597697.974318,0,77.66665649414062,361.6666564941406,77.66665649414062,361.6666564941406,0,0,0,0,0,0,0,-0.09096124768257141,-0.3828872740268707,-0.9193059206008911,3,1,3
1742597702.864499,1742597703.3586612,1,212.3333282470703,630.6666564941406,274.0,389.6666564941406,124.79037529442756,-487.6942372770142,10.097493416609314,0.0,248.76450390898532,0.49416208267211914,0,0.07569393515586853,-0.3522641062736511,-0.9328346252441406,7,0,3
1742597707.2265549,1742597707.2265549,0,234.0,406.6666564941406,234.0,406.6666564941406,0,0,0,0,0,0,0,0.032069966197013855,-0.38409319519996643,-0.922737181186676,4,1,3
1742597708.882928,1742597709.0906749,1,235.0,584.3333282470703,254.66665649414062,491.0,94.66638817288955,-449.2644229555382,288.6520954951393,0.0,95.38284719662072,0.2077469825744629,0,0.06052780523896217,-0.37604573369026184,-0.924622118473053,7,0,3
1742597709.349061,1742597709.606776,1,249.3333282470703,591.6666564941406,274.0,499.0,95.71298921766804,-359.5703053375087,313.0653858424318,-78.26455509976795,95.89345087736615,0.25771498680114746,0,0.04120015352964401,-0.3046344816684723,-0.9515778422355652,7,1,3
1742597714.694767,1742597714.694767,0,34.666656494140625,118.0,34.666656494140625,118.0,0,0,0,0,0,0,0,0.254120409488678,-0.3978162407875061,-0.8815696835517883,0,1,3
1742597717.4672952,1742597717.842948,1,199.3333282470703,590.0,291.0,388.0,244.0195975825121,-537.7304288359533,548.1838431346494,0.0,221.82600999490424,0.37565290927886963,0,0.028272373601794243,-0.3135460317134857,-0.9491520524024963,7,0,3
1742597719.751326,1742597720.0509372,1,235.66665649414062,580.0,309.3333282470703,426.0,245.87431445259656,-513.9996625976796,200.20681607906542,-133.4722290239021,170.71256112879885,0.29961109161376953,0,-0.0019393879920244217,-0.26054847240448,-0.9654588103294373,7,1,3
1742597723.068377,1742597723.301323,1,234.3333282470703,581.0,288.3333282470703,436.6666564941406,231.8133435819073,-619.5999064527635,85.7497098182006,-171.49156925557006,154.10423111511378,0.23294603824615479,0,-0.0055509163066744804,-0.25547635555267334,-0.9667993783950806,7,1,3
1742597724.036545,1742597724.33503,1,228.3333282470703,591.0,302.6666564941406,439.3333282470703,249.03545507300092,-508.1217202310181,137.84247312960136,0.0,168.90299881558533,0.2984849214553833,0,-0.006874043494462967,-0.2393716722726822,-0.9709036946296692,7,1,3
1742597725.0689201,1742597725.435456,1,234.66665649414062,593.6666564941406,323.0,418.6666564941406,240.9949865467731,-477.44284289304386,54.72067302340736,-54.723177975250955,196.0300476328161,0.366536021232605,0,-0.0033238769974559546,-0.2429482489824295,-0.970033586025238,7,1,3
