start_time,end_time,type,start_x,start_y,end_x,end_y,velocity_x,velocity_y,acceleration_x,acceleration_y,total_distance,duration,orientation,motion_x,motion_y,motion_z,gesture_area,previous_gesture,browsing_mode
1742852323.45808,1742852323.45808,0,51.0,445.0,51.0,445.0,0,0,0,0,0,0,0,-0.019961507990956306,-0.9336385726928711,-0.35766011476516724,3,1,1
1742852326.322506,1742852326.421912,1,285.0,525.6666564941406,329.3333282470703,414.6666564941406,445.98240030316185,-1116.6327544317035,8717.468962057681,-15849.95758374894,119.52591348097901,0.09940600395202637,0,-0.05606060102581978,-0.8783671855926514,-0.4746876657009125,8,0,1
1742852326.722394,1742852326.871303,1,257.6666564941406,534.0,282.3333282470703,463.0,165.64933125937145,-476.8013551734435,404.0611255441258,0.0,75.16278796962483,0.14890897274017334,0,-0.054165344685316086,-0.8804116249084473,-0.47110679745674133,7,1,1
1742852332.827046,1742852332.827046,0,309.0,308.6666564941406,309.0,308.6666564941406,0,0,0,0,0,0,0,-0.033663295209407806,-0.9148395657539368,-0.402412086725235,5,1,1
1742852338.439903,1742852338.496944,1,278.0,586.3333282470703,319.3333282470703,502.3333282470703,724.6257800515785,-1472.6267664798304,21084.985907836795,-41772.129866617826,93.61860938926651,0.05704092979431152,0,-0.014330392703413963,-0.9445468187332153,-0.32806405425071716,8,0,1
1742852361.833847,1742852371.397269,2,340.3333282470703,244.66665649414062,340.3333282470703,244.66665649414062,0,0,0,0,0,9.563421964645386,0,0.01476369984447956,-0.8111774921417236,-0.5846136212348938,2,1,1
1742852409.092133,1742852433.433147,2,326.6666564941406,257.0,326.6666564941406,257.0,0,0,0,0,0,24.34101390838623,0,-0.02157614938914776,-0.8070429563522339,-0.5900984406471252,5,2,1
1742852411.3437262,1742852411.433527,1,250.3333282470703,351.0,329.6666564941406,256.3333282470703,883.4352513258242,-1054.1833653035624,6296.373874996501,-4497.40844017705,123.51338272241733,0.08980095386505127,0,-0.012800788506865501,-0.8024692535400391,-0.5965561866760254,4,2,1
1742852422.924244,1742852422.924244,0,347.3333282470703,471.0,347.3333282470703,471.0,0,0,0,0,0,0,0,-0.14989125728607178,-0.8112374544143677,-0.5651782155036926,5,1,1
1742852426.403494,1742852426.66917,1,222.0,480.0,252.3333282470703,409.3333282470703,114.17412857637711,-265.988143505581,226.20160330448826,-452.4032066089765,76.90181596803046,0.26567602157592773,0,-0.10158887505531311,-0.79200679063797,-0.602000892162323,4,0,1
1742852428.999614,1742852429.237422,1,222.66665649414062,496.3333282470703,247.0,432.3333282470703,102.32349045906567,-269.1246843165346,169.17481846330736,-84.58934526903509,68.46978608243309,0.2378079891204834,0,-0.10340399295091629,-0.7963248491287231,-0.5959650874137878,4,1,1
1742852437.567097,1742852437.567097,0,230.66665649414062,307.3333282470703,230.66665649414062,307.3333282470703,0,0,0,0,0,0,0,-0.05020477622747421,-0.8143925666809082,-0.5781386494636536,4,1,1
1742852439.216555,1742852439.299165,1,243.0,478.6666564941406,283.0,370.6666564941406,484.2028159420938,-1307.3476030436534,15017.179629165994,-23494.61026428747,115.16944039110375,0.08261001110076904,0,-0.1120266318321228,-0.7928106784820557,-0.5990837216377258,4,0,1
1742852454.29262,1742852454.3748999,1,260.6666564941406,524.0,275.6666564941406,388.3333282470703,182.30423853436972,-1648.8406192273421,6261.50385970268,-52909.66247047035,136.4933911386085,0.08228003978729248,0,0.38001880049705505,-0.42506688833236694,-0.8215253353118896,7,1,1
1742852473.196095,1742852473.2772942,1,268.6666564941406,526.6666564941406,321.6666564941406,384.6666564941406,652.7169964779996,-1748.7889339599235,15261.706101297048,-26270.136703856406,151.56846637740978,0.081199049949646,0,0.18388621509075165,-0.32148781418800354,-0.9288872480392456,8,1,1
1742852491.7144341,1742852491.7868319,1,283.3333282470703,550.6666564941406,325.0,414.6666564941406,575.5228331780056,-1878.5062981831593,6758.025486817922,-16050.310531192565,142.23962716123236,0.07239794731140137,0,0.1437787413597107,-0.32694798707962036,-0.9340410828590393,8,1,1
1742852509.219911,1742852509.302263,1,266.0,527.6666564941406,300.6666564941406,435.6666564941406,420.9568526632881,-1117.155052191674,10831.260794914415,-22540.732286725455,98.31468391081133,0.08235204219818115,0,0.17173117399215698,-0.34845247864723206,-0.9214604496955872,8,1,1
1742852552.7801251,1742852562.330265,2,299.3333282470703,311.6666564941406,299.3333282470703,311.6666564941406,0,0,0,0,0,9.550140023231506,0,0.21786561608314514,-0.2963719367980957,-0.9298915266990662,5,1,1
1742852586.662428,1742852586.729492,1,241.3333282470703,597.0,266.3333282470703,498.0,372.7786438382219,-1476.2034295993587,10951.22473199977,-36109.4495698808,102.1077861869505,0.06706392765045166,0,0.12193864583969116,-0.27829721570014954,-0.9527232646942139,7,2,1
1742852612.2412472,1742852612.3225188,1,237.66665649414062,505.3333282470703,279.0,400.3333282470703,508.5810742228181,-1291.959668973448,13002.665628915569,-20853.321921819825,112.84256858727281,0.08127188682556152,0,0.15236900746822357,-0.4351731836795807,-0.887360155582428,4,1,1
1742852666.5213451,1742852666.660311,1,221.66665649414062,520.6666564941406,312.6666564941406,371.0,654.8366029555704,-1077.0022518059484,4040.088171107688,-4184.374675428397,175.16023540214567,0.13896596431732178,0,0.2847631871700287,-0.436343252658844,-0.8535305857658386,7,1,1
1742852726.959717,1742852727.109219,1,251.0,550.6666564941406,328.6666564941406,277.6666564941406,519.5027369941943,-1826.0635078338237,6440.122211320064,-11270.213869810112,283.8328901501354,0.14950191974639893,0,0.1312333643436432,-0.4229680001735687,-0.8965912461280823,7,1,1
1742852796.6887422,1742852796.798213,1,269.0,491.0,334.3333282470703,342.6666564941406,596.8096577513669,-1355.0017172868827,11584.735504739783,-17101.276221282536,162.08400468728155,0.10947096347808838,0,0.07892803847789764,-0.5225125551223755,-0.8489705920219421,5,1,1
1742852888.583996,1742852888.677357,1,231.3333282470703,548.3333282470703,276.0,371.6666564941406,478.43017079349517,-1892.2982757211735,7297.626229149623,-17722.791217087433,182.22575140122586,0.09336090087890625,0,0.12439876794815063,0.018044082447886467,-0.9920682311058044,7,1,1
1742852998.119931,1742852998.2328892,1,257.3333282470703,534.3333282470703,320.6666564941406,344.6666564941406,560.6799604458182,-1679.0891140517604,14089.494733477275,-23363.58622878586,199.96138837456778,0.11295807361602783,0,0.1527152806520462,0.08052663505077362,-0.9849840402603149,7,1,1
1742853111.7385821,1742853111.85215,1,252.3333282470703,524.6666564941406,323.6666564941406,311.6666564941406,628.1114459570242,-1875.529170957208,13908.705722948322,-20070.794413571228,224.62734410308173,0.11356794834136963,0,0.1491655707359314,0.004812316503375769,-0.9888005256652832,7,1,1
1742853242.2880821,1742853242.400584,1,258.6666564941406,536.6666564941406,299.6666564941406,344.6666564941406,364.4380339819971,-1706.636646940084,9776.213901842628,-25062.664410649457,196.32880583347927,0.11250197887420654,0,0.2017119824886322,0.08720195293426514,-0.9755553007125854,7,1,1
1742853278.875082,1742853278.965543,1,258.0,556.6666564941406,303.0,377.3333282470703,497.45185427269445,-1982.43770376442,4887.336339254989,-13329.080617456375,184.8930572524871,0.09046101570129395,0,0.15941157937049866,0.02010156586766243,-0.9870075583457947,7,1,1
1742853311.1257958,1742853311.20802,1,282.3333282470703,524.3333282470703,313.0,401.6666564941406,372.9649189193108,-1491.8594901014144,15592.085135354193,-46386.476920623834,126.44191202027488,0.08222401142120361,0,0.24792708456516266,-0.3489997684955597,-0.9037318825721741,8,1,1
1742853405.048265,1742853405.150573,1,263.0,532.3333282470703,315.6666564941406,317.0,514.7851441701564,-2104.754807031281,8086.151596285877,-16369.541595984727,221.68044334183458,0.10230803489685059,0,0.10212893784046173,0.06717052310705185,-0.9925007820129395,8,1,1
1742853451.306335,1742853451.426723,1,269.6666564941406,521.0,345.0,270.3333282470703,625.7544282138217,-2082.156088595963,5326.246226149713,-9487.37156639788,261.74203516336996,0.12038803100585938,0,0.049669280648231506,-0.07858602702617645,-0.9956692457199097,8,1,1
1742853456.1766,1742853456.1766,0,256.3333282470703,369.0,256.3333282470703,369.0,0,0,0,0,0,0,0,0.11449594050645828,-0.5804211497306824,-0.8062270283699036,4,1,1
1742853456.342245,1742853456.342245,0,258.3333282470703,363.3333282470703,258.3333282470703,363.3333282470703,0,0,0,0,0,0,0,0.12128870189189911,-0.5838769674301147,-0.8027307987213135,4,0,1
1742853548.323353,1742853548.4432402,1,243.0,523.0,317.6666564941406,336.6666564941406,622.808644854005,-1554.241512998603,11963.744942368989,-16616.317490853053,200.73670440177744,0.11988699436187744,0,0.06823723763227463,0.16718681156635284,-0.9835609793663025,7,0,1
1742853569.072229,1742853569.072229,0,362.3333282470703,435.0,362.3333282470703,435.0,0,0,0,0,0,0,0,-0.20271873474121094,-0.26698946952819824,-0.9421367645263672,5,1,1
1742853570.992508,1742853571.197411,1,227.66665649414062,520.0,266.0,424.3333282470703,187.0805433865666,-466.88786572417604,97.90904806739394,0.0,103.06093978137889,0.20490288734436035,0,0.10930635780096054,-0.08255213499069214,-0.9905741810798645,7,0,1
1742853572.905902,1742853573.138377,1,252.0,502.3333282470703,307.3333282470703,399.6666564941406,238.01848174055107,-441.62471534109585,166.42661053094423,-249.6380112095388,116.62856727115292,0.2324749231338501,0,0.09638969600200653,-0.07082953304052353,-0.9928203225135803,4,1,1
1742853578.979332,1742853579.045471,1,259.0,456.0,284.0,403.3333282470703,377.99190359291583,-796.3030204717256,7573.34254567741,-12723.199945488115,58.299042132189804,0.06613898277282715,0,0.12520697712898254,-0.06577713787555695,-0.9899477958679199,4,1,1
1742853579.3620958,1742853579.435388,1,257.0,463.3333282470703,290.6666564941406,403.6666564941406,459.34957011668496,-814.0950980615402,4986.548840608329,-6094.679259487614,68.50952837063117,0.07329201698303223,0,0.12518766522407532,-0.06599824130535126,-0.9899355173110962,4,1,1
